Equipment Tag,Section
1506MD1,Cement Mill
1506AD1,Cement Mill
1506HE1,Cement Mill
1506SFF1,Cement Mill
1504BL23,Cement Mill
1504BL22A,Cement Mill
1504BL22,Cement Mill
1504BL24A,Cement Mill
1504SM1,Cement Mill
1406BL1,Cement Mill
1406BL2,Cement Mill
1406BL3,Cement Mill
1504FN5,Cement Mill
1504FN4,Cement Mill
1504AD1,Cement Mill
1504MD1,Cement Mill
1406LD1,Cement Mill
1504BL24,Cement Mill
1504BL25,Cement Mill
1504BL26,Cement Mill
1502HP6,Cement Mill
1502HP7,Cement Mill
1508HP1,Cement Mill
1504BL27,Cement Mill
1504BL27A,Cement Mill
1504BL28,Cement Mill
1601MG01,Packing Plant
1601MG02,Packing Plant
1601MG03,Packing Plant
1601MG04,Packing Plant
1601MG05,Packing Plant
1601MG06,Packing Plant
1601MG07,Packing Plant
1601MG08,Packing Plant
1601CFN01,Packing Plant
1601FN01,Packing Plant
1601RA01,Packing Plant
1601BL01,Packing Plant
1601BL01A,Packing Plant
1601BL02,Packing Plant
1601BL03,Packing Plant
1601BL03A,Packing Plant
1601BL04,Packing Plant
1601BL04A,Packing Plant
1601BL05,Packing Plant
1602MG01,Packing Plant
1602MG02,Packing Plant
1602MG03,Packing Plant
1602MG04,Packing Plant
1602MG05,Packing Plant
1602MG06,Packing Plant
1602MG07,Packing Plant
1602MG08,Packing Plant
1602CFN01,Packing Plant
1602FN01,Packing Plant
1602RA01,Packing Plant
1602BL01,Packing Plant
1602BL01A,Packing Plant
1602BL02,Packing Plant
1602BL03,Packing Plant
1602BL03A,Packing Plant
1602BL04,Packing Plant
1602BL04A,Packing Plant
1602BL05,Packing Plant
1702MG01,Packing Plant
1702MG02,Packing Plant
1702BL01,Packing Plant
1702BL01A,Packing Plant
1702BL02,Packing Plant
1702BL03,Packing Plant
1702BL03A,Packing Plant
1702BL04,Packing Plant
1702MD1,Packing Plant
1702AD1,Packing Plant
1702FN01,Packing Plant
1702RA01,Packing Plant
1702FN02,Packing Plant
1702RA02,Packing Plant
1702FN03,Packing Plant
1702RA03,Packing Plant
1702DG1,Packing Plant
1702BL05,Packing Plant
1702BL05A,Packing Plant
1702VS1,Packing Plant
1705MG01,Packing Plant
1705BL01,Packing Plant
1705BL01A,Packing Plant
1702BL6,Packing Plant
1702PK1,Packing Plant
1702BC1,Packing Plant
1702BC2,Packing Plant
1702BC3,Packing Plant
1702CRC1,Packing Plant
1702BC4,Packing Plant
1702BD1,Packing Plant
1702BD2,Packing Plant
1702BD3,Packing Plant
1702BD4,Packing Plant
1702BD5,Packing Plant
1702BD6,Packing Plant
1702BD7,Packing Plant
1702BD8,Packing Plant
1702BC5,Packing Plant
1702BC6,Packing Plant
1702BC7,Packing Plant
1702BC8,Packing Plant
1702TL1,Packing Plant
1702TL2,Packing Plant
1702TL3,Packing Plant
1702TL4,Packing Plant
1702BL7,Packing Plant
1702BL7A,Packing Plant
1700CP1,Packing Plant
1603MG01,Packing Plant
1603MG02,Packing Plant
1603MG03,Packing Plant
1603MG04,Packing Plant
1603MG05,Packing Plant
1603MG06,Packing Plant
1603MG07,Packing Plant
1603MG08,Packing Plant
1603CFN01,Packing Plant
1603FN01,Packing Plant
1603RA01,Packing Plant
1603BL01,Packing Plant
1603BL01A,Packing Plant
1603BL02,Packing Plant
1603BL03,Packing Plant
1603BL03A,Packing Plant
1603BL04,Packing Plant
1603BL04A,Packing Plant
1603BL05,Packing Plant
1703MG01,Packing Plant
1703MG02,Packing Plant
1703MG03,Packing Plant
1703BL01,Packing Plant
1703BL01A,Packing Plant
1703BL02,Packing Plant
1703BL03,Packing Plant
1703BL03A,Packing Plant
1703BL04,Packing Plant
1703BL04A,Packing Plant
1703BL05,Packing Plant
1703BL06,Packing Plant
1703MD1,Packing Plant
1703AD1,Packing Plant
1703FN1,Packing Plant
1703RA1,Packing Plant
1703FN2,Packing Plant
1703RA2,Packing Plant
1703FN3,Packing Plant
1703RA3,Packing Plant
1705MG02,Packing Plant
1705MG04,Packing Plant
1705MG03,Packing Plant
1705FN01,Packing Plant
1705RA01,Packing Plant
1705SP01,Packing Plant
1705BS01,Packing Plant
1705BL02,Packing Plant
1705BL02A,Packing Plant
1703VS1,Packing Plant
1703BL7,Packing Plant
1703BL7A,Packing Plant
1703PK1,Packing Plant
1703BC1,Packing Plant
1703BC2,Packing Plant
1703BC3,Packing Plant
1703CRC1,Packing Plant
1703BC4,Packing Plant
1703BD1,Packing Plant
1703BD2,Packing Plant
1703BD3,Packing Plant
1703BD4,Packing Plant
1703BD5,Packing Plant
1703BD6,Packing Plant
1703BD7,Packing Plant
1703BD8,Packing Plant
1703BC5,Packing Plant
1703BC6,Packing Plant
1703BC7,Packing Plant
1703BC8,Packing Plant
1703TL1,Packing Plant
1703TL2,Packing Plant
1703TL3,Packing Plant
1703TL4,Packing Plant
1703BL08,Packing Plant
1703BL08A,Packing Plant
1703BL9,Packing Plant
1703BL9A,Packing Plant
1700CP5,Packing Plant
1604MG01,Packing Plant
1604MG02,Packing Plant
1604MG03,Packing Plant
1604MG04,Packing Plant
1604MG05,Packing Plant
1604MG06,Packing Plant
1604MG07,Packing Plant
1604MG08,Packing Plant
1604CFN01,Packing Plant
1604FN01,Packing Plant
1604RA01,Packing Plant
1604BL01,Packing Plant
1604BL01A,Packing Plant
1604BL02,Packing Plant
1604BL03,Packing Plant
1604BL03A,Packing Plant
1604BL04,Packing Plant
1604BL04A,Packing Plant
1604BL05,Packing Plant
1704MG01,Packing Plant
1704MG02,Packing Plant
1704MG03,Packing Plant
1700MG01,Packing Plant
1700MG02,Packing Plant
1700BL01,Packing Plant
1700BL01A,Packing Plant
1700BL02,Packing Plant
1700BL02A,Packing Plant
1700BL03,Packing Plant
1700BL03A,Packing Plant
1700BL04,Packing Plant
1700BL05,Packing Plant
1700MD01,Packing Plant
1700AD01,Packing Plant
1700FN01,Packing Plant
1700RA01,Packing Plant
1700 BL06,Packing Plant
1700BL06A,Packing Plant
1700BL07,Packing Plant
1704BL01,Packing Plant
1704BL01A,Packing Plant
1704BL02,Packing Plant
1704BL03,Packing Plant
1704BL03A,Packing Plant
1704BL04,Packing Plant
1704BL04A,Packing Plant
1704BL05,Packing Plant
1704MD1,Packing Plant
1704AD1,Packing Plant
1704FN1,Packing Plant
1704RA1,Packing Plant
1704FN2,Packing Plant
1704RA2,Packing Plant
1704FN3,Packing Plant
1704RA3,Packing Plant
1704VS1,Packing Plant
1704BL6,Packing Plant
1704PK1,Packing Plant
1704BC1,Packing Plant
1704BC2,Packing Plant
1704BC3,Packing Plant
1704CRC1,Packing Plant
1704BC4,Packing Plant
1704BD1,Packing Plant
1704BD2,Packing Plant
1704BD3,Packing Plant
1704BD4,Packing Plant
1704BD5,Packing Plant
1704BD6,Packing Plant
1704BD7,Packing Plant
1704BD8,Packing Plant
1704BC5,Packing Plant
1704BC6,Packing Plant
1704BC7,Packing Plant
1704BC8,Packing Plant
1704TL1,Packing Plant
1704TL2,Packing Plant
1704TL3,Packing Plant
1704TL4,Packing Plant
1704BL07,Packing Plant
1704BL07A,Packing Plant
1704VC01,Packing Plant
CP1compressor,Packing Plant
CP1_RF radiator fan,Packing Plant
CP1_CF cooling fan,Packing Plant
CP2 compressor,Packing Plant
CP2_RF radiator fan,Packing Plant
CP2_CF  cooling fan,Packing Plant
CP3 compressor,Packing Plant
CP3_RF radiator fan,Packing Plant
CP3_CF cooling fan,Packing Plant
CP4 compressor,Packing Plant
CP4_RF radiator fan,Packing Plant
CP4_CF cooling fan,Packing Plant
CP5 compressor,Packing Plant
CP5_RF radiator fan,Packing Plant
CP5_CF cooling fan,Packing Plant
CP7 compressor,Packing Plant
CP8 compressor,Packing Plant
1601MG09,Packing Plant
1601MG10,Packing Plant
1601MG11,Packing Plant
1601MG12,Packing Plant
1602MG10,Packing Plant
1602MG11,Packing Plant
1602MG12,Packing Plant
1603MG09,Packing Plant
1603MG10,Packing Plant
1603MG11,Packing Plant
1603MG12,Packing Plant
1604MG09,Packing Plant
1601BL6,Packing Plant
1603BL06,Packing Plant
1603BL07,Packing Plant
LC_10 P&V pump WP_01,Packing Plant
LC_10 P&V pump WP_01A,Packing Plant
LC_10 P&V FAN_01,Packing Plant
LC_10 P&V FAN_01A,Packing Plant
AC Feeder for Offices,Packing Plant
Hyd. Lift for Bag Unloading,Packing Plant
1701EH01,Packing Plant
1700EH01,Packing Plant
Hot air Fan for truck_01,Packing Plant
Hot air Fan for truck_02,Packing Plant
